tconst,originalTitle,startYear,runtimeMinutes,Genre,Director,Writer,Actor
tt0410377,Nim's Island,2008,96,Fantasy,Mark Levin,Mark Levin,Jodie Foster
tt0410377,Nim's Island,2008,96,Adventure,Jennifer Flackett,Joseph Kwong,Jodie Foster
tt0410377,Nim's Island,2008,96,Family,Jennifer Flackett,Joseph Kwong,Jodie Foster
tt0410377,Nim's Island,2008,96,Fantasy,Jennifer Flackett,Joseph Kwong,Jodie Foster
tt0410377,Nim's Island,2008,96,Adventure,Mark Levin,Joseph Kwong,Jodie Foster
tt0410377,Nim's Island,2008,96,Family,Mark Levin,Joseph Kwong,Jodie Foster
tt0410377,Nim's Island,2008,96,Fantasy,Mark Levin,Joseph Kwong,Jodie Foster
tt0410377,Nim's Island,2008,96,Adventure,Jennifer Flackett,Wendy Orr,Jodie Foster
tt0410377,Nim's Island,2008,96,Family,Jennifer Flackett,Wendy Orr,Jodie Foster
tt0410377,Nim's Island,2008,96,Fantasy,Jennifer Flackett,Wendy Orr,Jodie Foster
tt0410377,Nim's Island,2008,96,Adventure,Mark Levin,Wendy Orr,Jodie Foster
tt0410377,Nim's Island,2008,96,Family,Mark Levin,Wendy Orr,Jodie Foster
tt0410377,Nim's Island,2008,96,Fantasy,Mark Levin,Wendy Orr,Jodie Foster
tt0410377,Nim's Island,2008,96,Adventure,Jennifer Flackett,Paula Mazur,Jodie Foster
tt0410377,Nim's Island,2008,96,Family,Jennifer Flackett,Paula Mazur,Jodie Foster
tt0410377,Nim's Island,2008,96,Fantasy,Jennifer Flackett,Paula Mazur,Jodie Foster
tt0410377,Nim's Island,2008,96,Adventure,Mark Levin,Paula Mazur,Jodie Foster
tt0410377,Nim's Island,2008,96,Family,Mark Levin,Paula Mazur,Jodie Foster
tt0410377,Nim's Island,2008,96,Fantasy,Mark Levin,Paula Mazur,Jodie Foster
tt0080500,Carny,1980,107,Drama,Robert Kaylor,Thomas Baum,Jodie Foster
tt0080500,Carny,1980,107,Drama,Robert Kaylor,Phoebe Kaylor,Jodie Foster
tt0080500,Carny,1980,107,Drama,Robert Kaylor,Robert Kaylor,Jodie Foster
tt0080500,Carny,1980,107,Drama,Robert Kaylor,Robbie Robertson,Jodie Foster
tt0084431,O'Hara's Wife,1982,87,Comedy,William Bartman,William Bartman,Jodie Foster
tt0084431,O'Hara's Wife,1982,87,Drama,William Bartman,William Bartman,Jodie Foster
tt0084431,O'Hara's Wife,1982,87,Comedy,William Bartman,Joseph Scott Kierland,Jodie Foster
tt0084431,O'Hara's Wife,1982,87,Drama,William Bartman,Joseph Scott Kierland,Jodie Foster
tt0084431,O'Hara's Wife,1982,87,Comedy,William Bartman,James Nasella,Jodie Foster
tt0084431,O'Hara's Wife,1982,87,Drama,William Bartman,James Nasella,Jodie Foster
tt0454848,Inside Man,2006,129,Crime,Spike Lee,Russell Gewirtz,Jodie Foster
tt0454848,Inside Man,2006,129,Drama,Spike Lee,Russell Gewirtz,Jodie Foster
tt0454848,Inside Man,2006,129,Mystery,Spike Lee,Russell Gewirtz,Jodie Foster
